PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
SHORTS 2021: COMPETENCIA MEXICANA DE FICCIÓN 1 ,Varios,Shorts México 2021,México,90,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DE FICCIÓN 2,Varios,Shorts México 2021,México,90,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DE FICCIÓN 3,Varios,Shorts México 2021,México,90,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DE FICCIÓN 4,Varios,Shorts México 2021,México,87,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DE FICCIÓN 5,Varios,Shorts México 2021,México,86,2,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DE FICCIÓN 6,Varios,Shorts México 2021,México,81,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DOCUMENTAL 2,Varios,Shorts México 2021,México,59,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DOCUMENTAL 3,Varios,Shorts México 2021,México,52,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DOCUMENTAL 4,Varios,Shorts México 2021,México,50,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DOCUMENTAL 5,Varios,Shorts México 2021,México,11,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DOCUMENTAL 6,Varios,Shorts México 2021,México,56,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA MEXICANA DOCUMENTAL 7,Varios,Shorts México 2021,México,90,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA NEOMEX 1,Varios,Shorts México 2021,México,89,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA NEOMEX 2,Varios,Shorts México 2021,México,90,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA NEOMEX 3,Varios,Shorts México 2021,México,89,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA NEOMEX 4,Varios,Shorts México 2021,México,73,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA NEOMEX 5,Varios,Shorts México 2021,México,89,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: COMPETENCIA NEOMEX 6,Varios,Shorts México 2021,México,80,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: CORTITOS CINE INFANTIL,Varios,Shorts México 2021,México,58,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: EXPERIMENTAL 1 ,Varios,Shorts México 2021,México,70,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: FANTASCORTO 2 ,Varios,Shorts México 2021,México,33,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: FUNSHORTS 1,Varios,Shorts México 2021,México,54,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: MUESTRA MEXICANA 1,Varios,Shorts México 2021,México,83,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: NAYARIT ESTADO INVITADO 1,Varios,Shorts México 2021,México,26,1,Adultos,2021,Septiembre ,Sala
SHORTS 2021: QUEER SHORT,Varios,Shorts México 2021,México,57,1,Adultos,2021,Septiembre ,Sala
SIN SEÑAS PARTICULARES ,Fernanda Valadez,CC,"México, España",926,29,Adultos,2021,Septiembre ,Sala
TEMPORADA,John Skoog,Talento Emergente 2021,Suecia,153,12,Adultos,2021,Septiembre ,Sala
TERCER CUERPO,Roey Victoria Heifetz &  Zohar Melinek Ezra,Festival Mix,Israel,12,1,Adultos,2021,Septiembre ,Sala
TEERITORIO,Andres Clariond,CC,México,716,46,Adultos,2021,Septiembre ,Sala
TINTA BRUTA,Filipe Matzembacher y Marcio Reolon,CC,Brasil,22,92,Adultos,2021,Septiembre ,Sala / Virtual
TITIXE,Tania Hernández,CC,México,117,17,Adultos,2021,Septiembre ,Sala
TRANSKID,Hila Medalia,Festival Mix,Israel,10,1,Adultos,2021,Septiembre ,Sala
TRES DÍAS Y UNA VIDA,Nicolas Boukhrief,Estreno,Francia,1039,21,Adultos,2021,Septiembre ,Sala
UN MUNDO SECRETO,Gabriel Mariño,Festival Mix,México,10,1,Adultos,2021,Septiembre ,Sala
UNA EDUCACIÓN PARISINA,Jean Paul Civeyrac,Estreno,Francia,152,5,Adultos,2021,Septiembre ,Sala
UNA RONDA MAS,Thomas Vinterberg,CC,"Dinamarca, Suecia, Países bajos",2671,165,Adultos,2021,Septiembre ,Sala / Virtual
VACA ROJA,Tsivia Barkai,Festival Mix,Israel,19,1,Adultos,2021,Septiembre ,Sala
VIVIR SU VIDA,Jean- Luc Godard,CC,Francia,23,2,Adultos,2021,Septiembre ,Sala
VOLVERTE A VER,Carolina Corral Paredes,Cinema Planeta- Luz de Otoño,México,38,1,Adultos,2021,Septiembre ,Sala
WOOD,Monica Lazurean,Cinema Planeta- Luz de Otoño,"Austria, Alemania, Rumania",4,1,Adultos,2021,Septiembre ,Sala
YERMO,Everardo González,CC,México,432,46,Adultos,2021,Septiembre ,Sala
TE NOMBRÉ EN EL SILENCIO,José María Espinosa,Ciclo de Cine: Desaparición Forzada,México,26,1,Adultos,2021,Septiembre ,Foro
PERSISTENCIA,Anne Huffschmid y Jan-Holger Hennies ,Ciclo de Cine: Desaparición Forzada,"Alemania, México",24,1,Adultos,2021,Septiembre ,Foro
DATO SENSIBLE/ AUSENCIAS,Anne Huffschmid y Alfonso Díaz Tovar,Ciclo de Cine: Desaparición Forzada,"Alemania, México",0,1,Adultos,2021,Septiembre ,Foro
"PUEBLOS INDÍGENAS Y ORIGINARIOS 2
Memorias silvestres / Revoltijo Seresitos / Pajarero / Birder",Varios,Shorts México 2021,México,0,S/F,Adultos,2021,Septiembre ,Foro
"PUEBLOS INDÍGENAS Y ORIGINARIOS 1
Sueños en la selva/ Alebrijes Tonas y Nahuales/ Ahuaques, los duendes del agua/ Somos de la tierra",Varios,Shorts México 2021,México,49,1,Adultos,2021,Septiembre ,Foro
"PRODUCCIONES SHORTS MÉXICO 1
Wheels/ Espuma de mar/ Se llama Flor/ Fisuras/ Causas corrientes de un cuadro clínico/ 29 / Después de las rieles/ Matías",Varios,Shorts México 2021," México, China",5,1,Adultos,2021,Septiembre ,Foro
RETROSPECTIVA ROBERTO FIESCO 1,Roberto Fiesco,Shorts México 2021,"México, China",0,S/F,Adultos,2021,Septiembre ,Foro
"ECOSHORTS 1
Aguas negras / Surcos
Voces del agua/ California Condor a conservation story/ Relicto/ Vapor",Varios,Shorts México 2021,México,26,1,Adultos,2021,Septiembre ,Foro
MUESTRA PANDEMIA COVID 19,Varios,Shorts México 2021,México,24,1,Adultos,2021,Septiembre ,Foro
PROGRAMA 1,Varios,Cortos CCC,México,0,S/F,Adultos,2021,Septiembre ,Foro
ADAM,María Sólrún,CC,"México, Estados Unidos",102,3,Adultos,2021,Septiembre ,Foro
PROGRAMA 2,Varios,Cortos CCC,México,22,1,Adultos,2021,Septiembre ,Foro
PROGRAMA 3,Varios,Cortos CCC,México,7,1,Adultos,2021,Septiembre ,Foro
PROGRAMA 4,Varios,Cortos CCC,México,49,1,Adultos,2021,Septiembre ,Foro
LA VERDAD,Hirokazu Kore-eda,CC,Francia,80,3,Adultos,2021,Septiembre ,Foro
PROGRAMA 5,Varios,Cortos CCC,México,15,1,Adultos,2021,Septiembre ,Foro
CIMOV 2021,Varios,CIMOV 2021,México,59,1,Adultos,2021,Septiembre ,Foro
PROGRAMA 7,Varios,Cortos CCC,México,13,1,Adultos,2021,Septiembre ,Foro
NÓMADAS,Emiliano Ruprah,Cinema Planeta- Luz de Otoño,México,23,1,Adultos,2021,Septiembre ,Foro
FERAL,Andrés Kaiser,CC,México,69,2,Adultos,2021,Septiembre ,Foro
PROGRAMA 8,Varios,Cortos CCC,México,15,1,Adultos,2021,Septiembre ,Foro
PROGRAMA 9,Varios,Cortos CCC,México,0,S/F,Adultos,2021,Septiembre ,Foro
PROGRAMA 10,Varios,Cortos CCC,México,0,S/F,Adultos,2021,Septiembre ,Foro
¿DÓNDE ESTÁ MIKEL? ,"Amaia Merino, Miguel Ángel Llamas",DOCSMX 2021 ,España,53,1,Adultos,2021,Octubre,Sala
¿QUÉ LE PASO A LAS ABEJAS?,Adriana Otero y Robin Canul,CC,México,129,68,Adultos,2021,Octubre,Virtual
¿QUÉ SERÁ DEL VERANO?,Ignacio Ceroi,Black Canvas,Argentina,53,1,Adultos,2021,Octubre,Sala
¡ÁNIMO JUVENTUD!,Carlos Armella ,CC,México,1569    ,31    ,Adultos,2021,Octubre,Sala
¡COMUNISTAS!,Christopher Small,Black Canvas,Reino Unido,50    ,1    ,Adultos,2021,Octubre,Sala
A NEW SHIFT,Jindrich Andrs,DOCSMX 2021 ,Chequia,35    ,1    ,Adultos,2021,Octubre,Sala
ACTOS DE AMOR,Isidore Bethel y Francis Leplay,Black Canvas,"Francia, Estados Unidos ",78    ,1    ,Adultos,2021,Octubre,Sala
ADAM,María Sólrún,CC," Alemania, Islandia, México, Estados Unidos",546,131,Adultos,2021,Octubre,Sala
"ADIÓS, IDIOTAS",Albert Dupontel,25° TOUR DE CINE FRANCÉS,Francia,776,6,Adultos,2021,Octubre,Sala
AL FINAL BAILAMOS ,Levan Akin ,Estreno,"Suecia, Georgia, Francia",2678,32,Adultos,2021,Octubre,Sala
ALBA,Lila Pakalnina,Black Canvas,,36,1,Adultos,2021,Octubre,Sala
ALGUIEN EN ALGÚN LUGAR,Cédric Klapisch,CC,Brasil,145,3,Adultos,2021,Octubre,Sala
AMIGOS Y EXTRAÑOS,James Vaughan,Black Canvas,Australia,90,1,Adultos,2021,Octubre,Sala
AMPARO OCHOA SE ME REVENTÓ EL BARZÓN,Alejandro González Iñarritu,Estreno,México,1112,35,Adultos,2021,Octubre,Sala
BLACK CANVAS: PROGRAMA INAUGURAL 2021,Varios ,Black Canvas,Varios,278,1,Adultos,2021,Octubre,Sala
Borom Taxi,Andrés Guerberoff,Black Canvas,Argentina,42,1,Adultos,2021,Octubre,Sala
BRUMA,José Balado Díaz,DOCSMX 2021 ,Perú,29,1,Adultos,2021,Octubre,Sala
CAJA NEGRA,Yann Gozlan,25° TOUR DE CINE FRANCÉS,"Francia , Bélgica",774,6,Adultos,2021,Octubre,Sala
CANCIÓN DE CUNA PARA EL MISTERIO TRÁGICO,Filipinas Singapur,Estreno,"Filipinas, Singapur",23,4,Adultos,2021,Octubre,Sala
CANELA,,Festival MIX,,21,1,Adultos,2021,Octubre,Sala
CATORCE. HISTORIA DE UNA AMISTAD,Dan Sallitt,CC,Estados Unidos ,122,3,Adultos,2021,Octubre,Sala
CERCADOS,Caio Cavechini,DOCSMX 2021 ,Brasil,18,1,Adultos,2021,Octubre,Sala
CHOLITAS,"Jaime Murciego, Pablo Iraburu",Estreno,"España, Chile, Bolivia",1098,20,Adultos,2021,Octubre,Sala
CLASES DE HISTORIA ,Marcelino Islas Hernández,CC,México,1467,32,Adultos,2021,Octubre,Sala
COGIDA CAOTICA O PORNO LOCO ,Radu Jude,Black Canvas,"Rumania Luwemburgo, Republica Checa, Croacia, Suiza, Reino Unido",369,2,Adultos,2021,Octubre,Sala
COLOR SONRISA/PUTO PARAÍSO,Varios ,DOCSMX 2021 ,México,110,1,Adultos,2021,Octubre,Sala
CÓNYUGUES,Rob Hernández,Festival MIX,México,26,1,Adultos,2021,Octubre,Sala
CORAZÓN DE MEZQUITE,Ana Laura Calderón,Estreno / Matine Infantil,México,431,17,Adultos,2021,Octubre,Sala
CORAZÓN SILENCIOSO,Bille August,CC,Dinamarca,784,28,Adultos,2021,Octubre,Sala
COSAS QUE NO HACEMOS,Daniela Broitman,CC,México,33,56,Adultos,2021,Octubre,Sala
COURAGE,Aliaksei Paluyan,DOCSMX 2021 ,"Bielorrusia, Alemania",33,1,Adultos,2021,Octubre,Sala
"CRASH, EXTRAÑOS PLACERES",David Cronenberg,CC,Canadá ,2288,31,Adultos,2021,Octubre,Sala
CUCHARA,Laila Pakalnina,Black Canvas,"Letonia , Lituania, Noruega",26,1,Adultos,2021,Octubre,Sala
DELICIOSO,Éric Besnard,25° TOUR DE CINE FRANCÉS,"Francia, Belgica",1311,9,Adultos,2021,Octubre,Sala
DESDE LO MÁS PROFUNDO,Ferm Silva,Black Canvas,,39,1,Adultos,2021,Octubre,Sala
DIARIOS DE OTSOGA,,Black Canvas,,70,1,Adultos,2021,Octubre,Sala
DÍAS DE INVIERNO,Jaizaiel Hernández Maynez,Estreno,México,517,17,Adultos,2021,Octubre,Sala
DINO KING,Han Sang Ho,Matiné Infantil ,Corea del Sur China,9,10,Niños,2021,Octubre,Virtual
DON¨T GO GENTLE A FILM ABOUT IDLES,Mark Archer,DOCSMX 2021 ,Reino Unido,35,1,Adultos,2021,Octubre,Sala
DRAMARAMA,Jonathan Wysocki,Festival MIX,,27,1,Adultos,2021,Octubre,Sala
DUNA,Denis Villeneuve,Estreno,"Estados Unidos, Canada",3516,15,Adultos,2021,Octubre,Sala
EL ACTOR PRINCIPAL ,,Black Canvas,,92,1,Adultos,2021,Octubre,Sala
EL ACUSADO Y EL ESPÍA ,Roman Polanski,CC,"Francia, Italia",22,12,Adultos,2021,Octubre,Virtual
EL AUTOBUS,Laila Pakalnina,Black Canvas,"Letonia , Lituania, Estonia, Finlandia",46,1,Adultos,2021,Octubre,Sala
EL BESO EN EL ASFALTO,Murillo Beníco,CC,Brasil,547,27,Adultos,2021,Octubre,Sala
EL DESPERTAR DE NORA,Leonie Krippendorff,CC,Alemania,33,20,Adultos,2021,Octubre,Virtual
EL ESCAPULARIO,,Función Especial,,129,1,Adultos,2021,Octubre,Sala
EL ESPACIO INTERIOR ,"Agustin Grillo, Pío Filgueria",Black Canvas,Argentina,61,1,Adultos,2021,Octubre,Sala
EL GRAN CUENTO DE LOS OSOS,Lorenzo Mattotti,CC / Matinne Infatil,"Francia, Italia",935,36,Niños,2021,Octubre,Sala / Virtual
EL HOMBRE DEL SÓTANO,Philippe Le guay,25° TOUR DE CINE FRANCÉS,Francia,494,6,Adultos,2021,Octubre,Sala
EL INVIERNO,Emiliano Torres,CC,"Argentina, Francia",9,56,Adultos,2021,Octubre,Sala
EL LADO INQUIETO ,Miko Revereza y Carolina Fusilier,Black Canvas,"México ,Argentina, Filipinas",81,1,Adultos,2021,Octubre,Sala
EL LIMPIADOR,Phil Cox,DOCSMX 2021 ,"Francia, Reino Unido, México",87,1,Adultos,2021,Octubre,Sala
EL LOBBY,Heinz Emigholz,Black Canvas,"Alemania, Argentina",69,1,Adultos,2021,Octubre,Sala
EL MAESTRO ,"Cristina Tamagnini, Julián Dabien",Festival MIX,Argentina,19,1,Adultos,2021,Octubre,sala
EL PADRE,Florian Zeller,CC,"Reino Unido, Francia",235,138,Adultos,2021,Octubre,Virtual
EL PITÓN ,Lila Pakalnina,Black Canvas,Letonia,64,1,Adultos,2021,Octubre,Sala
EL PLANETA SALVAJE,René Laloux,Embajada de Francia en México IFAL,"Francia, Checoslovaquia",63,40,Adultos,2021,Octubre,sala
EL VIAJE DE JACK,Susana Nobre,Black Canvas,Portugal,60,1,Adultos,2021,Octubre,Sala
EL VIAJE DE PATY,Santiago Pedroche,DOCSMX 2021 ,México,28,1,Adultos,2021,Octubre,Sala
EL ZAPATO,Laila Pakalnina,Black Canvas,"Alemania, Letonia, Franncia",60,2,Adultos,2021,Octubre,sala
EN EL ESPEJO,Laila Pakalnina,Black Canvas,"Letonia, Lituania",55,1,Adultos,2021,Octubre,sala
ENSAYO DE UN CRIME ,Luis Buñuel ,Día Mundial del Patrimonio Audiovisual,México,65,1,Adultos,2021,Octubre,Sala
ENSIRIADOS,Philippe Van Leeuw,CC,"Bélgica, Francia",683,37,Adultos,2021,Octubre,Sala / Virtual
ÉRASE UNA VEZ EN EL OESTE… DE ÁFRICA,Romain Potocki,DOCSMX 2021 ,Francia,33,11,Adultos,2021,Octubre,Sala
ESPÍRITU SAGRADO,Chema García Ibarra,Black Canvas,"España, Francia, Turquía",63,1,Adultos,2021,Octubre,Sala
ESQUIRLAS,Natalia Garayalde,Black Canvas,Argentina,91,1,Adultos,2021,Octubre,Sala
ESTA LLUVIA NUNCA TERMINARÁ,Alina Gorlova,Black Canvas,"Ucrania, Letonia, Alemania, Catar",53,1,Adultos,2021,Octubre,Sala
ESTACIONES ,Edgar Salas ,Festival MIX,México,41,1,Adultos,2021,Octubre,Sala
EVOLUCIÓN,Kornél Mundruczo,Black Canvas,Alemania- Hungria,57,1,Adultos,2021,Octubre,Sala
FANTASÍAS,Stéphane y David ,25° TOUR DE CINE FRANCÉS,Francia,1189,9,Adultos,2021,Octubre,Sala
FERAL,Andrés Kaiser,CC,México,119,75,Adultos,2021,Octubre,Sala
FESTIVAL MIX: A TRAVÉS DEL ESPEJO:SELECCIÓN,,CC,,7,1,Adultos,2021,Octubre,Sala
FIESTA NACIONAL ,Augusto De Alba,DOCSMX 2021 ,México,24,1,Adultos,2021,Octubre,Sala
FUEGO ADENTRO ,Jesús Mario Lozano ,Estreno,México,290,10,Adultos,2021,Octubre,Sala
GAUCHO AMERICANO,Nicolás Molina,DOCSMX 2021 ,Chile,17,1,Adultos,2021,Octubre,Sala
HAPPY TOGETHER: HISTORIA DE UN ENCUNTRO,Wong Kar Wai,CC,"Hong Kong, Japón, Corea del Sur",202,11,Adultos,2021,Octubre,Sala
IDENTIDAD TOMADA ,Grabiel Retes ,Estreno,México,659,23,Adultos,2021,Octubre,Sala
INTRODUCCIÓN,Hong Sang- Soo,Black Canvas,Hong Kong,96,1,Adultos,2021,Octubre,Sala
INVASIÓN DRAG,Alberto Castro,Festival MIX,Perú,46,1,Adultos,2021,Octubre,Sala
JUANA DE ARCO ,Bruno Dumont,CC,Francia,1093,29,Adultos,2021,Octubre,Sala
LA CHICA Y LA ARAÑA ,Ramon Zurcher y Silvan Zurcher,Black Canvas,"Suiza, Alemania",69,1,Adultos,2021,Octubre,Sala
LA LARGA NOCHE DE FRANCISCO SANCTIS,Andrea Testa y Francisco Márquez,CC,Argentina,83,84,Adultos,2021,Octubre,Virtual
LA LLORONA,Jayro Bustamante,CC,"Guatemala, Francia",113,103,Adultos,2021,Octubre,Sala
LA LUZ DE ALBA,Xavier Robles,Estreno,México,151,10,Adultos,2021,Octubre,Sala
LA NOCHE DE LOS REYES ,Philippe Lacotec,Estreno,"Francia, Costa de Marfil, Canadá, Senegal",1150,28,Adultos,2021,Octubre,Sala
LA OPCIÓN CERO,Marcel Beltrán ,DOCSMX 2021 ,"Brasil, Colombia, Cuba",25,1,Adultos,2021,Octubre,Sala
LA POETA DEL RING,Mariana Tames,DOCSMX 2021 ,México,78,1,Adultos,2021,Octubre,Sala
LA PORTUGUESA,Rita Azevedo Gomes,CC,Portugal,478,35,Adultos,2021,Octubre,Virtual
LA RECUA,Darío Higuera Meza,DOCSMX 2021 ,México,80,1,Adultos,2021,Octubre,Sala
LA RULETA  DE LA FORTUNA Y LA FANTASÍA,Ryusuke Hamaguchi,Black Canvas,Japón,49,1,Adultos,2021,Octubre,Sala
LA VIRGEN DE AGOSTO,Jonás Trueba,CC,España,571,35,Adultos,2021,Octubre,Sala
LA VOZ HUMANA ,Pedro Almodovár,CC,España,1419,41,Adultos,2021,Octubre,Sala
LABERINTO YO' EME,Serguo Pedro Ros,CC,"México, España ",265,41,Adultos,2021,Octubre,Sala
LADY BUDS,Chris J. Russo,DOCSMX 2021 ,Estados Unidos ,19,1,Adultos,2021,Octubre,Sala
LAZOS DE FAMILIA ,ken Loach,Estreno,"Reino Unido Francia, Belgica ",94,3,Adultos,2021,Octubre,Sala
LITTLE GIRL,Sébastian Lifshitz,CC,"Francia, Dinamarca",54,56,Adultos,2021,Octubre,Sala
LO QUE QUEDA EN EL CAMINO ,"Jakob Krese, Danilo do Carmo",DOCSMX 2021 ,"Alemania, Brasil",29,1,Adultos,2021,Octubre,Sala
LOS ÁRBOLES MUEREN DE PIE ,"Ronan Kerneur, Fany Fulchiron",DOCSMX 2021 ,"México, Francia",34,1,Adultos,2021,Octubre,Sala
LOS DÍAS FRANCOS,Ulises Pérez Mancilla,Festival MIX,México,125,1,Adultos,2021,Octubre,Sala
LOS HIJOS DEL SOL ,Majid Majid,CC,Irán,834,19,Adultos,2021,Octubre,Sala
LOS ILUMINADOS,Sarah Suco,CC,Francia,968,31,Adultos,2021,Octubre,Sala
LOS LOBOS,Samuel Kishi,CC,"México, Estados Unidos",69,84,Adultos,2021,Octubre,Sala
LOS TRABAJOS Y LOS DÍAS ( DE TAYOKO SHIOJIRI EN LA,"C.W Winter, Anders Edstrom",Black Canvas,"Estados Unidos Suecia, Japon, Reino Unido",15,1,Adultos,2021,Octubre,Sala
LUNA ROJA ,Lois Patiño,CC,España,640,24,Adultos,2021,Octubre,Sala
LUX AETERNA,Gaspar Noé,CC,Francia,19,28,Adultos,2021,Octubre,Sala
MADERA Y AGUA,Jonas Bak,Black Canvas,"Alemania Francia, Hong Kong",35,1,Adultos,2021,Octubre,Sala
MANDÍBULAS,Quentin Dupieux,25° TOUR DE CINE FRANCÉS,"Francia , Bélgica ",608,9,Adultos,2021,Octubre,Sala
MAREA VERDE,Ángel Giovanni ,CC,Canadá ,4,1,Adultos,2021,Octubre,Sala
MIENTRAS ESTE VIVO,Emmanuelle Bercot,25° TOUR DE CINE FRANCÉS,Francia,442,6,Adultos,2021,Octubre,Sala
MONSTRUOS,Marius Olteanu,CC,Rumania ,1817,35,Adultos,2021,Octubre,Sala
MOSTRO,José Pablo Escamilla,Black Canvas,México,210,1,Adultos,2021,Octubre,Sala
NEMESIS,Thomas Imbach,Black Canvas,Suiza,21,1,Adultos,2021,Octubre,Sala
NO EXISTEN TREINTA Y SEIS MANERAS DE MOSTRAR CÓMO,Nicolás Zukerfeld,Black Canvas,,30,1,Adultos,2021,Octubre,Sala
NO SOMOS NADA,Javier Corcuera,DOCSMX 2021 ,"España, Perú",285,1,Adultos,2021,Octubre,Sala
NOCHE DE FUEGO ,Tatiana Huezco,CC,"México, Alemania",2589,1,Adultos,2021,Octubre,Sala
NUNCA MÁS SERÉ LA MISMA,Alice Lanari,DOCSMX 2021 ,Brasil,42,1,Adultos,2021,Octubre,Sala
OCIO O: LO CONTRARIO DE NO HACER NADA,Caroline Pitzen ,Black Canvas,Alemania,18,1,Adultos,2021,Octubre,Sala
ON THE LINE ,"Alex Gohari, Léo Mattei",DOCSMX 2021 ,Francia,76,1,Adultos,2021,Octubre,Sala
PAISAJES DE RESISTENCIA ,Marta Popivoda,Black Canvas,"Serbia , Alemania, Francia",29,1,Adultos,2021,Octubre,Sala
PÁJARO DE FUEGO ,Peter Rebane,Festival MIX,Reino Unido,64,1,Adultos,2021,Octubre,Sala
PALABRAS VERDADERAS ,Dennisse Quintero,DOCSMX 2021 ,México,23,1,Adultos,2021,Octubre,Sala
PRELUDIO A COLÓN,Florence Malfatto,Black Canvas,"México , Francia",62,1,Adultos,2021,Octubre,Sala
PRESENTE PERFECTO ,Shenge Zhu,CC,China,4,28,Adultos,2021,Octubre,Virtual
PROGRAMA 1 LAILA PAKALNINA,Laila Pakalnina,Black Canvas,letonia,18,2,Adultos,2021,Octubre,Sala
PROGRAMA 2 LAILA PAKALNINA,Laila Pakalnina,Black Canvas,Letonia,16,2,Adultos,2021,Octubre,Sala
QUERIDA CHANTAL /UN MUNDO FLOTANTE,Varios ,Black Canvas,Varios,27,1,Adultos,2021,Octubre,Sala
RÍO ESCONDIDO,Emiliano Fernandez,CC,México,6,1,Adultos,2021,Octubre,Sala / Virtual
ROOM WITHOUT A VIEW,Roser Corella,DOCSMX 2021 ,"Almenania, Austria",10,1,Adultos,2021,Octubre,Sala
SEIS DÍAS CORRIENTES,Neus Ballús,CC,Estados Unidos ,25,1,Adultos,2021,Octubre,Sala
SHIRLEY,Josephine Decker,CC,Estados Unidos ,640,16,Adultos,2021,Octubre,Sala
SILENT VOICE,Reka Valerik,DOCSMX 2021 ,"Francia, Bélgica",13,1,Adultos,2021,Octubre,Sala
SIN SEÑAS PARTICULARES ,Fernanda Valadez,CC,"México, España",465,13,Adultos,2021,Octubre,Sala
SKA¨ YAA,Jorge Díaz Sánchez,DOCSMX 2021 ,México,29,1,Adultos,2021,Octubre,Sala
SO FOUL A SKY,Álvaro Fernandez Pulperio,DOCSMX 2021 ,"Colombia, España, Reino Unido",12,1,Adultos,2021,Octubre,Sala
SOLO LOS VIENTOS,Karim Kassem,Black Canvas,Líbano Estados Unidos Suecia,9,1,Adultos,2021,Octubre,Sala
TARDES EN EL DIVÁN,Manele Labidi,Estreno,"Francia, Túnez",1201,31,Adultos,2021,Octubre,Sala
TE NOMBRÉ EN EL SILENCIO,José María Espinosa de kos Monteros Tatto,DOCSMX 2021 ,México,116,1,Adultos,2021,Octubre,Sala
TERCER CUERPO,Roey Victoria Heifetz& Zohar Melinek,Festival MIX,Israel,22,1,Adultos,2021,Octubre,Sala
TEERITORIO,Andres Clariond,CC,México,688,45,Adultos,2021,Octubre,Sala
THE CARTEL PROJET,Jules Giraudat,DOCSMX 2021 ,Francia,40,1,Adultos,2021,Octubre,Sala
THE RIVER BETWEEN US,Carl Gierstorfer,DOCSMX 2021 ,Alemania,9,1,Adultos,2021,Octubre,Sala
TIBURONEROS ,Luis Alcoriza,Día Mundial del Patrimonio Audiovisual,México,24,1,Adultos,2021,Octubre,Sala
TRANSKID,Hilla Medalia ,Festival MIX,Israel,60,1,Adultos,2021,Octubre,Sala
TRES DÍAS Y UNA VIDA,Nicolas Boukhrief,CC,Francia,721,37,Adultos,2021,Octubre,Sala
UN AMOR MEMORABLE,Harry Macqueen,CC,Reino Unido,140,110,Adultos,2021,Octubre,Virtual
UN MÉXICO PERRO. EL HÉROE VERDADERO ,"Rafael Aparicio, Andrés Klimek",DOCSMX 2021 ,"México, Estados Unidos,",135,1,Adultos,2021,Octubre,Foro
UNA BANDA DE CHICAS,Marilina Giménez,Estreno,Argentina,389,20,Adultos,2021,Octubre,Sala
UNA EDUCACIÓN PARISINA,Jean Paul Civeyrac,CC,Francia,629,26,Adultos,2021,Octubre,Sala
UNA ISLA EN UN CONTINENTE ,Juan Paul Miquirray,Estreno,México,49,3,Adultos,2021,Octubre,Sala
UNA PELÍCULA DE POLICIAS ,Alonso Ruizpalacios,Estreno,México,410,6,Adultos,2021,Octubre,Sala
VACACIONES CORTAS,Kwon Min-pyo y Seo Hansol,Black Canvas,Corea del Sur,50,1,Adultos,2021,Octubre,Sala
VEN AQUÍ,Anoche Suwichakornpong,Black Canvas,Tailandia,19,1,Adultos,2021,Octubre,Sala
VIVIR SU VIDA,Jean- Luc Godard,CC,Francia,63,131,Adultos,2021,Octubre,Sala
YERMO,Everardo González,CC,México,314,38,Adultos,2021,Octubre,Sala
ALGUIEN EN ALGÚN LUGAR, Cédric Klapisch,CC,Francia,145,3,Adultos,2021,Octubre,Foro
MAIJA AWI,"Pepe Mogt, Ernesto Aello y Carlos Leyva",CC,México,73,2,Adultos,2021,Octubre,Foro
EL GRAN SALTO,Jorge Porras Gamboa ,CC,México,65,2,Adultos,2021,Octubre,Foro
CATORCE: HISTORIA DE UNA AMISTAD,Dan Sallitt,CC, Estados Unidos,122,3,Adultos,2021,Octubre,Foro
LOBSTER SOUP,"Pepe Andreu, Rafa Molés",DOCSMX 2021 ,España,56,1,Adultos,2021,Octubre,Foro
EL SILENCIO DEL TOPO,Anaïs Taracena,DOCSMX 2021 , Guatemala ,54,1,Adultos,2021,Octubre,Foro
